game_id,avg_temp,rain_sum,wind_speed_avg,snowfall_sum,is_indoor,rain_any,snow_any
494,41.9,12.3,28.5,1.19,False,True,True
495,32.0,4.8,37.1,0.07,False,True,True
496,47.120000000000005,8.8,26.3,0.0,False,True,False
497,37.76,11.8,34.1,0.0,True,True,False
498,39.56,12.9,30.2,0.07,True,True,True
499,54.32,11.0,25.3,0.0,True,True,False
500,66.56,0.0,7.9,0.0,False,False,False
501,42.44,0.0,5.1,0.0,True,False,False
502,45.5,0.0,5.9,0.0,False,False,False
503,46.58,8.3,22.4,0.0,False,True,False
504,37.94,0.0,12.5,0.0,False,False,False
505,41.36,16.1,13.4,0.0,False,True,False
506,15.44,0.0,14.9,0.56,True,False,True
507,55.04,0.0,7.3,0.0,False,False,False
508,36.5,0.2,6.7,0.0,True,True,False
509,49.1,30.0,6.0,0.0,True,True,False
510,28.94,0.0,12.2,0.0,False,False,False
511,31.28,0.0,8.7,0.0,False,False,False
512,20.48,0.0,8.6,0.0,False,False,False
513,76.1,0.0,16.0,0.0,False,False,False
514,37.94,1.5,7.3,0.0,False,True,False
515,70.7,0.1,12.2,0.0,False,True,False
516,50.0,0.0,7.0,0.0,True,False,False
517,13.64,0.1,11.3,0.0,False,True,False
518,49.82,0.0,6.3,0.0,False,False,False
519,36.5,0.2,6.7,0.0,True,True,False
520,43.7,0.0,3.4,0.0,True,False,False
521,38.48,4.4,8.2,0.0,False,True,False
522,37.4,3.8,9.0,0.0,False,True,False
523,33.8,0.0,10.9,0.0,True,False,False
524,43.34,5.3,22.7,0.07,False,True,True
525,42.44,2.5,13.7,0.0,False,True,False
526,62.78,0.0,8.5,0.0,False,False,False
527,54.5,5.6,9.3,0.0,False,True,False
528,29.3,0.0,9.4,0.0,False,False,False
529,35.96,0.0,9.9,0.0,False,False,False
530,34.16,0.4,10.7,1.68,True,True,True
531,45.5,0.0,7.1,0.0,False,False,False
532,24.98,0.0,13.3,0.63,False,False,True
533,-9.22,0.0,16.2,0.0,False,False,False
534,49.1,0.0,4.6,0.0,True,False,False
535,77.0,1.1,7.7,0.0,True,True,False
536,76.82,0.4,6.3,0.0,True,True,False
537,61.52,3.4,8.5,0.0,False,True,False
538,73.58,0.0,3.5,0.0,False,False,False
539,81.68,0.3,10.2,0.0,False,True,False
540,71.78,26.2,15.6,0.0,False,True,False
541,78.62,0.5,6.5,0.0,True,True,False
542,73.04,5.5,16.3,0.0,False,True,False
543,66.92,0.0,9.3,0.0,False,False,False
544,72.32,0.3,14.6,0.0,False,True,False
545,64.4,1.7,10.5,0.0,False,True,False
546,74.3,0.0,6.7,0.0,False,False,False
547,66.2,0.0,7.5,0.0,False,False,False
548,68.18,0.3,6.6,0.0,True,True,False
549,59.18,0.0,10.3,0.0,False,False,False
550,62.96,0.0,12.3,0.0,False,False,False
551,80.42,0.0,22.4,0.0,False,False,False
552,75.2,20.4,22.4,0.0,True,True,False
553,65.84,16.9,18.6,0.0,False,True,False
554,73.04,99.3,21.3,0.0,True,True,False
555,58.64,3.3,13.3,0.0,True,True,False
556,80.24000000000001,0.0,11.1,0.0,False,False,False
557,78.98,0.0,13.4,0.0,False,False,False
558,80.42,0.0,6.5,0.0,False,False,False
559,62.06,0.0,9.4,0.0,False,False,False
560,81.86,1.1,8.1,0.0,False,True,False
561,54.86,0.3,9.7,0.0,False,True,False
562,75.74000000000001,1.6,9.7,0.0,True,True,False
